tapInTime,tapOutTime,tapInStops,tapOutStops,corridorID,corridorName,direction,jenis_kendaraan,durasi_perjalanan
2023-04-14 20:15:42,2023-04-14 21:20:31,P00064,P00179,9N,Pinang Ranti - Pramuka,1.0,Reguler BRT,65
2023-04-14 20:44:06,2023-04-14 22:02:29,B02347P,B01911P,JAK72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,Mikrotrans,78
2023-04-14 21:37:59,2023-04-14 22:28:08,B00390P,B03201P,2P,Gondangdia - Senen,0.0,Non reguler BRT,50
2023-04-14 21:11:49,2023-04-14 22:18:02,B04582P,B00038P,6N,Ragunan - Blok M via Kemang,1.0,Non reguler BRT,66
2023-04-14 18:55:51,2023-04-14 20:43:03,B00300P,B05289P,JAK32,Lebak Bulus - Petukangan,1.0,Mikrotrans,107
2023-04-14 17:10:19,2023-04-14 18:15:41,B00791P,B05350P,11N,Rusun Cipinang Muara - Jatinegara,0.0,Tidak Diketahui,65
2023-04-14 17:10:00,2023-04-14 18:13:37,B05715P,B02893P,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,64
2023-04-14 18:53:15,2023-04-14 20:08:47,B00377P,B06659P,R1A,Pantai Maju - Kota,0.0,Non reguler BRT,76
2023-04-14 17:05:45,2023-04-14 17:57:32,P00142,P00021,5,Matraman Baru - Ancol,0.0,Reguler BRT,52
2023-04-14 19:10:06,2023-04-14 20:24:38,B01142P,B02663P,JAK50,Kalideres - Puri Kembangan,0.0,Mikrotrans,75
2023-04-14 21:42:45,2023-04-14 20:24:38,P00145,P00170,7D,Pancoran - Kampung Rambutan,0.0,Non reguler BRT,72
2023-04-14 20:33:39,2023-04-14 21:38:45,P00281,P00144,9A,PGC 2 - Grogol 2,1.0,Reguler BRT,65
2023-04-14 20:38:05,2023-04-14 21:34:36,B01834P,B03396P,6D,Stasiun Tebet - Karet via Underpass,0.0,Non reguler BRT,57
2023-04-14 20:56:03,2023-04-14 22:00:52,B06292P,B05530P,12F,Rusun Marunda - Rusun Waduk Pluit,1.0,Tidak Diketahui,65
2023-04-14 21:45:30,2023-04-14 22:49:58,P00043,P00096,13C,Puri Beta - Dukuh Atas,1.0,Reguler BRT,64
2023-04-14 19:15:17,2023-04-14 20:47:09,B03043P,B04315P,JAK58,Cilincing - Rorotan,0.0,Mikrotrans,92
2023-04-14 21:57:53,2023-04-14 22:47:56,B04937P,B02022P,JAK61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,Mikrotrans,50
2023-04-14 21:55:49,2023-04-14 23:37:01,B02103P,B02411P,B14,Bekasi Barat - Kuningan,0.0,Royal transjakarta,101
2023-04-14 21:07:28,2023-04-14 22:04:32,P00169,B03281P,11K,Rusun Komarudin - Penggilingan,1.0,Tidak Diketahui,57
2023-04-14 19:35:54,2023-04-14 20:54:44,P00258,B03267P,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,79
2023-04-14 18:05:02,2023-04-14 19:33:33,B00248P,B03314P,1T,Cibubur - Balai Kota,0.0,Royal transjakarta,89
2023-04-14 21:58:12,2023-04-14 23:15:37,B05544P,P00112,1K,Cibubur Junction - Blok M,0.0,Royal transjakarta,77
2023-04-14 18:48:01,2023-04-14 19:40:48,B02863P,B00102P,1T,Cibubur - Balai Kota,0.0,Royal transjakarta,53
2023-04-14 18:09:46,2023-04-14 19:21:37,B03893P,B00207P,JAK15,Bulak Turi - Tanjung Priok,1.0,Mikrotrans,72
2023-04-14 20:20:41,2023-04-14 21:48:23,B04789P,B01745P,JIS3,Harmoni - Jakarta International Stadium,1.0,Non reguler BRT,88
2023-04-14 21:59:35,2023-04-14 23:49:57,B04462P,B05725P,JAK24,Senen - Pulo Gadung via Kelapa Gading,0.0,Mikrotrans,110
2023-04-14 17:36:56,2023-04-14 18:54:37,P00174,P00020,11M,Rusun Rawa Bebek - Bukit Duri,0.0,Tidak Diketahui,78
2023-04-14 19:39:07,2023-04-14 20:47:04,B02812P,B05936P,JAK14,Tanah Abang - Meruya,0.0,Mikrotrans,68
2023-04-14 21:02:37,2023-04-14 23:01:41,B04762P,B05942P,JAK29,Tanjung Priok - Sukapura,1.0,Mikrotrans,119
2023-04-14 20:13:21,2023-04-14 21:30:58,B03652P,B00813P,JAK49,Lebak Bulus - Cipulir,1.0,Mikrotrans,78
2023-04-14 17:41:30,2023-04-14 18:39:20,B05933P,B01361P,JAK32,Lebak Bulus - Petukangan,0.0,Mikrotrans,58
2023-04-14 19:52:48,2023-04-14 21:05:01,B05695P,B01805P,5F,Kampung Melayu - Tanah Abang,1.0,Non reguler BRT,72
2023-04-14 17:51:02,2023-04-14 19:32:41,P00122,P00207,2,Pulo Gadung - Monas,1.0,Reguler BRT,102
2023-04-14 20:24:10,2023-04-14 21:31:24,B03313P,B00226P,1T,Cibubur - Balai Kota,1.0,Royal transjakarta,67
2023-04-14 20:01:38,2023-04-14 21:43:13,B05903P,B06063P,S11,BSD - Jelambar,1.0,Transjabodetabek,102
2023-04-14 21:42:57,2023-04-14 22:47:22,P00196,P00060,10D,Kampung Rambutan - Tanjung Priok,0.0,Reguler BRT,64
2023-04-14 18:00:00,2023-04-14 18:55:17,B02255P,B01664P,JAK112,Terminal Tanah Merah - Pulo Gadung,1.0,Mikrotrans,55
2023-04-14 17:39:26,2023-04-14 18:45:09,B05432P,P00188,4C,TU Gas - Bundaran Senayan,1.0,Non reguler BRT,66
2023-04-14 18:09:47,2023-04-14 19:42:22,P00161,P00026,10H,Tanjung Priok - Blok M,0.0,Reguler BRT,93
2023-04-14 21:23:44,2023-04-14 22:38:38,P00092,B05725P,12B,Pluit - Senen,0.0,Non reguler BRT,75
2023-04-14 18:03:47,2023-04-14 19:15:20,B02891P,B02993P,JAK01,Tanjung Priok - Plumpang,1.0,Mikrotrans,72
2023-04-14 17:34:07,2023-04-14 19:11:45,B02670P,B01730P,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,Tidak Diketahui,98
2023-04-14 21:21:51,2023-04-14 22:51:07,B04445P,B03424P,JAK110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,Mikrotrans,89
2023-04-14 18:32:33,2023-04-14 20:14:23,B02781P,B00243P,5N,Kampung Melayu - Ragunan,1.0,Non reguler BRT,102
2023-04-14 21:12:21,2023-04-14 20:14:23,B03723P,B05048P,JAK30,Grogol - Meruya via Roxy,1.0,Mikrotrans,72
2023-04-14 21:18:00,2023-04-14 22:34:03,P00273,P00048,6B,Ragunan - MH Thamrin via Semanggi,1.0,Reguler BRT,76
2023-04-14 18:32:31,2023-04-14 20:15:29,B01963P,B00664P,6P,Cibubur - Kuningan,0.0,Royal transjakarta,103
2023-04-14 19:43:55,2023-04-14 20:44:49,P00170,B03277P,3C,Rusun Kapuk Muara - Penjaringan,1.0,Tidak Diketahui,61
2023-04-14 19:18:17,2023-04-14 20:44:31,B02096P,B02162P,S21,Ciputat - CSW,1.0,Transjabodetabek,86
2023-04-14 18:34:50,2023-04-14 19:56:11,B02155P,B03012P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,Mikrotrans,81
2023-04-14 20:31:47,2023-04-14 22:04:07,B02103P,B02411P,B14,Bekasi Barat - Kuningan,0.0,Royal transjakarta,92
2023-04-14 18:13:40,2023-04-14 19:51:53,B00248P,P00016,7C,Cibubur - BKN,0.0,Transjabodetabek,98
2023-04-14 21:27:35,2023-04-14 22:53:10,B00825P,B00304P,M1H,Tanah Abang - St. Gondangdia,1.0,Tidak Diketahui,86
2023-04-14 21:22:46,2023-04-14 22:41:21,B03033P,B02600P,S21,Ciputat - CSW,1.0,Transjabodetabek,79
2023-04-14 20:15:20,2023-04-14 21:29:21,B03774P,B02525P,JAK71,Kampung Rambutan - Pinang Ranti,1.0,Mikrotrans,74
2023-04-14 17:26:28,2023-04-14 19:19:44,B05431P,B03214P,6H,Senen - Lebak Bulus,0.0,Non reguler BRT,113
2023-04-14 19:26:36,2023-04-14 20:19:40,B01787P,B04537P,JAK08,Roxy - Benhil,1.0,Mikrotrans,53
2023-04-14 19:01:29,2023-04-14 20:38:29,B00645P,B02667P,4F,Pinang Ranti - Pulo Gadung,1.0,Non reguler BRT,97
2023-04-14 21:37:46,2023-04-14 22:29:02,B01167P,B01323P,JAK41,Kampung Melayu - Pulo Gadung,1.0,Mikrotrans,51
2023-04-14 18:59:27,2023-04-14 20:32:43,B00555P,B02851P,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0.0,Tidak Diketahui,93
2023-04-14 18:54:21,2023-04-14 20:09:35,P00195,P00005,2B,Harapan Indah - ASMI,0.0,Non reguler BRT,75
2023-04-14 21:01:06,2023-04-14 22:38:38,B03133P,B03953P,JAK42,Kampung Melayu - Pondok Kelapa,1.0,Mikrotrans,98
2023-04-14 17:24:12,2023-04-14 18:29:19,B03254P,B05132P,JAK32,Lebak Bulus - Petukangan,0.0,Mikrotrans,65
2023-04-14 18:09:47,2023-04-14 19:08:13,B05261P,B01091P,JAK19,Pinang Ranti - Kampung Rambutan,1.0,Mikrotrans,58
2023-04-14 17:42:25,2023-04-14 19:24:54,P00064,P00179,9C,Pinang Ranti - Bundaran Senayan,1.0,Reguler BRT,102
2023-04-14 19:15:56,2023-04-14 20:11:52,B05317P,B01896P,3E,Puri Kembangan - Sentraland Cengkareng,0.0,Non reguler BRT,56
2023-04-14 18:54:02,2023-04-14 19:45:25,B01300P,B03795P,JAK06,Kampung Rambutan - Pondok Gede,0.0,Mikrotrans,51
2023-04-14 18:02:42,2023-04-14 19:45:17,B04883P,B05045P,JAK13,Tanah Abang - Jembatan Lima,0.0,Mikrotrans,103
2023-04-14 19:55:56,2023-04-14 20:48:00,B00304P,B00323P,1H,Tanah Abang - Stasiun Gondangdia,1.0,Non reguler BRT,52
2023-04-14 17:51:10,2023-04-14 20:48:00,B03205P,B02758P,JAK74,Terminal Rawamangun - Cipinang Muara,0.0,Mikrotrans,72
2023-04-14 19:54:50,2023-04-14 21:21:42,B03360P,B00583P,JAK71,Kampung Rambutan - Pinang Ranti,0.0,Mikrotrans,87
2023-04-14 18:12:54,2023-04-14 19:25:15,B03173P,B04733P,JAK16,Cililitan - Condet,0.0,Mikrotrans,72
2023-04-14 19:06:15,2023-04-14 20:13:32,P00217,B00322P,1F,Stasiun Palmerah - Bundaran Senayan,1.0,Non reguler BRT,67
2023-04-14 21:06:47,2023-04-14 22:26:56,P00293,P00139,1,Blok M - Kota,0.0,Reguler BRT,80
2023-04-14 20:06:18,2023-04-14 21:31:10,P00235,B00114P,6D,Stasiun Tebet - Karet via Underpass,1.0,Non reguler BRT,85
2023-04-14 21:24:48,2023-04-14 23:19:21,B00785P,B06865P,JAK64,Lenteng Agung - Aseli,1.0,Mikrotrans,115
2023-04-14 19:27:36,2023-04-14 20:22:34,B02071P,B00060P,JAK35,Pangkalan Jati - Rawamangun,0.0,Mikrotrans,55
2023-04-14 17:19:22,2023-04-14 18:39:03,B01862P,B05054P,8K,Batusari - Grogol,0.0,Non reguler BRT,80
2023-04-14 20:40:37,2023-04-14 21:38:56,P00176,P00209,8A,Jelambar - Juanda,1.0,Tidak Diketahui,58
2023-04-14 19:01:55,2023-04-14 20:11:41,B03131P,B01787P,JAK08,Roxy - Benhil,1.0,Mikrotrans,70
2023-04-14 20:32:39,2023-04-14 21:51:29,B02741P,B00354P,JAK86,Term. Rawamangun - Term. Manggarai,0.0,Mikrotrans,79
2023-04-14 20:22:01,2023-04-14 22:09:56,B02956P,B03321P,JAK22,Dwikora - Penas Kalimalang,1.0,Mikrotrans,108
2023-04-14 20:55:46,2023-04-14 22:35:19,B00243P,B04016P,6C,Stasiun Tebet - Karet via Patra Kuningan,0.0,Non reguler BRT,100
2023-04-14 18:14:23,2023-04-14 19:55:20,B00145P,B02008P,8E,Bintaro - Blok M,0.0,Non reguler BRT,101
2023-04-14 17:59:05,2023-04-14 19:24:14,B00888P,B00613P,JAK06,Kampung Rambutan - Pondok Gede,0.0,Mikrotrans,85
2023-04-14 19:26:41,2023-04-14 21:17:26,B03054P,B06681P,JAK118,Taman Waduk Papanggo - Kota Tua,1.0,Mikrotrans,111
2023-04-14 19:46:46,2023-04-14 21:37:13,P00103,P00222,6A,Ragunan - MH Thamrin via Kuningan,0.0,Reguler BRT,110
2023-04-14 20:04:13,2023-04-14 21:13:17,B06073P,B05399P,D32,Cinere - Bundaran Senayan,1.0,Royal transjakarta,69
2023-04-14 18:13:14,2023-04-14 19:15:09,P00071,P00135,4C,TU Gas - Bundaran Senayan,1.0,Non reguler BRT,62
2023-04-14 19:28:23,2023-04-14 20:49:53,P00136,P00242,13B,Puri Beta - Pancoran Barat,1.0,Tidak Diketahui,82
2023-04-14 18:20:33,2023-04-14 19:24:53,B03298P,B03267P,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,64
2023-04-14 17:52:58,2023-04-14 18:56:11,P00179,P00016,9N,Pinang Ranti - Pramuka,0.0,Reguler BRT,63
2023-04-14 17:10:04,2023-04-14 18:25:25,B03199P,B05725P,JAK17,Senen - Pulo Gadung,0.0,Mikrotrans,75
2023-04-14 17:12:24,2023-04-14 18:25:25,P00258,P00191,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,Non reguler BRT,72
2023-04-14 21:51:58,2023-04-14 23:22:50,B06803P,B04498P,JAK29,Tanjung Priok - Sukapura,0.0,Mikrotrans,91
2023-04-14 20:43:37,2023-04-14 21:43:39,B05379P,B01185P,JAK38,Bulak Ringin - Kampung Rambutan,0.0,Mikrotrans,60
2023-04-14 21:40:58,2023-04-14 22:36:09,B04605P,B03102P,JAK05,Semper - Rorotan,1.0,Mikrotrans,55
2023-04-14 18:24:32,2023-04-14 19:22:26,P00144,P00297,9A,PGC 2 - Grogol 2,1.0,Reguler BRT,58
2023-04-14 21:20:26,2023-04-14 22:10:57,P00247,P00101,7F,Kampung Rambutan - Juanda via Pasar Baru,1.0,Reguler BRT,51
2023-04-14 18:48:23,2023-04-14 19:56:40,B06733P,B02631P,6T,Pasar Minggu - Velbak,0.0,Non reguler BRT,68
2023-04-14 20:57:58,2023-04-14 22:07:51,B01961P,P00095,14,Jakarta International Stadium - Senen,1.0,Non reguler BRT,70
2023-04-14 19:06:21,2023-04-14 20:29:47,B02859P,B03197P,6N,Ragunan - Blok M via Kemang,1.0,Non reguler BRT,83
2023-04-14 17:43:58,2023-04-14 19:14:50,P00016,P00070,7,Kampung Rambutan - Bidara Cina,0.0,Reguler BRT,91
2023-04-14 18:21:49,2023-04-14 19:44:34,B01157P,B05676P,T11,Poris Plawad - Bundaran Senayan,1.0,Transjabodetabek,83
2023-04-14 17:15:13,2023-04-14 18:26:15,B04021P,B06794P,JAK21,Cililitan - Dwikora,1.0,Mikrotrans,71
2023-04-14 19:39:50,2023-04-14 20:49:03,B04379P,B04061P,JAK64,Lenteng Agung - Aseli,1.0,Mikrotrans,69
2023-04-14 21:28:24,2023-04-14 22:32:22,P00253,P00109,5,Matraman Baru - Ancol,1.0,Reguler BRT,64
2023-04-14 17:15:16,2023-04-14 18:52:25,B00148P,B05746P,S31,Bintaro - Fatmawati,0.0,Royal transjakarta,97
2023-04-14 19:34:24,2023-04-14 21:22:24,B01235P,B00104P,8D,Joglo - Blok M,1.0,Non reguler BRT,108
2023-04-14 20:54:44,2023-04-14 22:09:49,P00120,P00124,L13E,Puri Beta - Kuningan (Express),0.0,Reguler BRT,75
2023-04-14 18:32:41,2023-04-14 20:30:29,B04139P,B00920P,JAK42,Kampung Melayu - Pondok Kelapa,1.0,Mikrotrans,118
2023-04-14 17:36:40,2023-04-14 19:11:47,B00221P,P00112,1K,Cibubur Junction - Blok M,0.0,Royal transjakarta,95
2023-04-14 18:25:28,2023-04-14 20:01:39,B05700P,B05027P,JAK13,Tanah Abang - Jembatan Lima,1.0,Mikrotrans,96
2023-04-14 17:43:53,2023-04-14 18:59:18,B02565P,B05901P,JAK118,Taman Waduk Papanggo - Kota Tua,1.0,Mikrotrans,75
2023-04-14 20:17:59,2023-04-14 21:15:19,B00770P,B03199P,2H,Rusun Jati Rawasari - Senen,0.0,Tidak Diketahui,57
2023-04-14 17:17:26,2023-04-14 18:52:28,B04820P,B05725P,JAK24,Senen - Pulo Gadung via Kelapa Gading,0.0,Mikrotrans,95
2023-04-14 20:54:54,2023-04-14 21:46:36,P00170,B03285P,12H,Rusun Penjaringan - Penjaringan,1.0,Tidak Diketahui,52
2023-04-14 19:00:45,2023-04-14 20:16:28,B02082P,B03992P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Non reguler BRT,76
2023-04-14 21:00:04,2023-04-14 22:30:41,B05488P,B05701P,S12,BSD Serpong - Fatmawati,1.0,Royal transjakarta,91
2023-04-14 20:23:30,2023-04-14 21:47:08,B03563P,P00016,D11,Depok - BKN,0.0,Transjabodetabek,84
2023-04-14 20:13:30,2023-04-14 21:13:56,B00291P,B02873P,1P,Senen - Blok M,0.0,Non reguler BRT,60
2023-04-14 19:37:02,2023-04-14 20:52:03,B02392P,P00045,8D,Joglo - Blok M,1.0,Non reguler BRT,75
2023-04-14 17:06:13,2023-04-14 18:20:11,B02217P,B00332P,S21,Ciputat - CSW,0.0,Transjabodetabek,74
2023-04-14 18:26:11,2023-04-14 20:20:23,B00674P,B04306P,JAK61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,Mikrotrans,114
2023-04-14 17:00:34,2023-04-14 18:22:43,B04040P,B04863P,JAK117,Tanjung Priok - Tanah Merdeka,0.0,Mikrotrans,82
2023-04-14 19:59:17,2023-04-14 21:05:36,P00261,B02214P,1B,Stasiun Palmerah - Tosari,1.0,Non reguler BRT,66
2023-04-14 17:31:12,2023-04-14 19:22:56,B02254P,B00338P,JAK29,Tanjung Priok - Sukapura,0.0,Mikrotrans,112
2023-04-14 17:55:36,2023-04-14 19:10:09,B02916P,B05463P,4B,Stasiun Manggarai - UI,0.0,Non reguler BRT,75
2023-04-14 21:59:29,2023-04-14 23:54:37,P00164,P00051,6B,Ragunan - MH Thamrin via Semanggi,0.0,Reguler BRT,115
2023-04-14 20:29:35,2023-04-14 22:23:43,B04933P,B04902P,3E,Puri Kembangan - Sentraland Cengkareng,1.0,Non reguler BRT,114
2023-04-14 19:12:11,2023-04-14 21:02:56,B00163P,B00664P,B14,Bekasi Barat - Kuningan,0.0,Royal transjakarta,111
2023-04-14 19:33:43,2023-04-14 20:49:37,B02884P,B05253P,12A,Pelabuhan Kaliadem - Kota,1.0,Non reguler BRT,76
2023-04-14 17:10:03,2023-04-14 19:08:32,P00171,P00055,12,Tanjung Priok - Pluit,1.0,Reguler BRT,118
2023-04-14 20:22:18,2023-04-14 21:32:52,B03715P,B04309P,JAK50,Kalideres - Puri Kembangan,1.0,Mikrotrans,71
2023-04-14 19:28:54,2023-04-14 20:22:04,P00065,P00216,13C,Puri Beta - Dukuh Atas,0.0,Reguler BRT,53
2023-04-14 20:12:14,2023-04-14 21:36:09,B01622P,B05148P,JAK39,Kalimalang - Duren Sawit,1.0,Mikrotrans,84
2023-04-14 18:47:12,2023-04-14 20:28:46,P00002,P00241,10,Tanjung Priok - PGC 2,1.0,Reguler BRT,102
2023-04-14 17:22:59,2023-04-14 19:00:41,B03196P,B00938P,M7B,BKN - Blok M,1.0,Tidak Diketahui,98
2023-04-14 20:56:54,2023-04-14 19:00:41,B00222P,B01440P,T21,Palem Semi - Bundaran Senayan,1.0,Tidak Diketahui,72
2023-04-14 21:34:14,2023-04-14 22:29:54,P00150,P00005,2,Pulo Gadung - Monas,1.0,Reguler BRT,56
2023-04-14 20:25:26,2023-04-14 21:22:05,B05739P,B05644P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0.0,Non reguler BRT,57
2023-04-14 20:31:44,2023-04-14 22:00:09,B04016P,B01833P,6C,Stasiun Tebet - Karet via Patra Kuningan,0.0,Non reguler BRT,88
2023-04-14 20:29:29,2023-04-14 21:42:34,B00138P,B06072P,JAK02,Kampung Melayu - Duren Sawit,0.0,Mikrotrans,73
2023-04-14 18:28:20,2023-04-14 19:39:30,P00170,B03277P,3C,Rusun Kapuk Muara - Penjaringan,1.0,Tidak Diketahui,71
2023-04-14 19:45:50,2023-04-14 21:07:08,P00164,P00221,13D,Puri Beta - Ragunan,1.0,Reguler BRT,81
2023-04-14 17:08:40,2023-04-14 18:12:25,B00808P,B05855P,T11,Poris Plawad - Bundaran Senayan,1.0,Transjabodetabek,64
2023-04-14 19:59:03,2023-04-14 21:04:39,B03405P,P00258,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,Non reguler BRT,66
2023-04-14 19:45:38,2023-04-14 21:22:51,P00217,P00226,T11,Poris Plawad - Bundaran Senayan,1.0,Transjabodetabek,97
2023-04-14 18:35:07,2023-04-14 19:50:42,P00279,P00040,9,Pinang Ranti - Pluit,1.0,Reguler BRT,76
2023-04-14 17:56:00,2023-04-14 19:13:03,B01488P,B03066P,JAK13,Tanah Abang - Jembatan Lima,0.0,Mikrotrans,77
2023-04-14 18:18:02,2023-04-14 19:38:42,B03398P,B04071P,JAK30,Grogol - Meruya via Roxy,1.0,Mikrotrans,81
2023-04-14 17:47:20,2023-04-14 18:50:36,B06632P,B06029P,6U,Blok M - Pasar Minggu,0.0,Non reguler BRT,63
2023-04-14 17:57:17,2023-04-14 19:24:03,B00179P,B03211P,JAK113,Rusun Sindang Koja - Kp. Sawah,1.0,Mikrotrans,87
2023-04-14 18:09:47,2023-04-14 19:09:13,B00594P,B01787P,JAK11,Tanah Abang - Kebayoran Lama,1.0,Mikrotrans,59
2023-04-14 21:59:20,2023-04-14 23:34:05,P00090,B03295P,9F,Rusun Tambora - Pluit,1.0,Tidak Diketahui,95
2023-04-14 19:50:30,2023-04-14 20:57:51,P00121,P00298,6,Ragunan - Dukuh Atas 2,0.0,Reguler BRT,67
2023-04-14 17:25:33,2023-04-14 19:03:56,B02046P,B02810P,JAK30,Grogol - Meruya via Roxy,0.0,Mikrotrans,98
2023-04-14 18:51:01,2023-04-14 20:43:05,B04721P,B06868P,JAK73,Jambore Cibubur - Pasar Rebo,0.0,Mikrotrans,112
2023-04-14 20:47:26,2023-04-14 22:24:01,B05783P,B06783P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Mikrotrans,97
2023-04-14 20:31:34,2023-04-14 21:58:45,B02259P,B01408P,JAK117,Tanjung Priok - Tanah Merdeka,1.0,Mikrotrans,87
2023-04-14 19:07:21,2023-04-14 20:15:11,B01304P,B02218P,S21,Ciputat - CSW,1.0,Transjabodetabek,68
2023-04-14 17:24:07,2023-04-14 19:10:43,B03322P,P00292,1A,Pantai Maju - Balai Kota,0.0,Non reguler BRT,107
2023-04-14 17:31:36,2023-04-14 18:40:37,B00589P,B03094P,1K,Cibubur Junction - Blok M,1.0,Royal transjakarta,69
2023-04-14 17:00:10,2023-04-14 18:26:31,P00047,P00160,4D,Pulo Gadung 2 - Kuningan,0.0,Reguler BRT,86
2023-04-14 18:55:42,2023-04-14 20:36:50,P00128,P00209,8,Lebak Bulus - Pasar Baru via Tomang,0.0,Reguler BRT,101
2023-04-14 19:31:29,2023-04-14 21:11:01,P00233,B02282P,11M,Rusun Rawa Bebek - Bukit Duri,0.0,Tidak Diketahui,100
2023-04-14 20:55:06,2023-04-14 21:47:09,B05508P,B05881P,D21,Universitas Indonesia - Lebak Bulus,1.0,Transjabodetabek,52
2023-04-14 20:34:24,2023-04-14 21:34:15,B05569P,B05830P,D21,Universitas Indonesia - Lebak Bulus,1.0,Transjabodetabek,60
2023-04-14 19:13:46,2023-04-14 20:13:57,B03285P,P00170,12H,Rusun Penjaringan - Penjaringan,0.0,Tidak Diketahui,60
2023-04-14 18:17:20,2023-04-14 19:44:43,B03591P,B03497P,JAK75,Cililitan - Kp. Pulo,0.0,Mikrotrans,87
2023-04-14 17:43:09,2023-04-14 19:15:22,P00221,P00043,M13,Puri Beta 2 - Tendean,1.0,Reguler BRT,92
2023-04-14 17:09:01,2023-04-14 18:55:01,B05233P,B02904P,S21,Ciputat - CSW,1.0,Transjabodetabek,106
2023-04-14 17:31:05,2023-04-14 18:45:30,B02105P,B01962P,6P,Cibubur - Kuningan,0.0,Royal transjakarta,74
2023-04-14 18:40:08,2023-04-14 20:19:05,B04458P,B00472P,JAK64,Lenteng Agung - Aseli,0.0,Mikrotrans,99
2023-04-14 21:59:18,2023-04-14 23:16:58,P00129,B06577P,M7B,BKN - Blok M,0.0,Tidak Diketahui,78
2023-04-14 17:31:14,2023-04-14 18:50:03,P00167,P00159,4,Pulo Gadung 2 - Tosari,0.0,Reguler BRT,79
2023-04-14 21:03:49,2023-04-14 22:04:40,B03409P,B05492P,JAK49,Lebak Bulus - Cipulir,0.0,Mikrotrans,61
2023-04-14 21:41:31,2023-04-14 22:43:05,B01316P,P00275,JAK18,Kalibata - Kuningan,0.0,Mikrotrans,62
2023-04-14 18:16:36,2023-04-14 19:31:34,B02544P,B05476P,JAK33,Pulo Gadung - Kota,1.0,Mikrotrans,75
2023-04-14 19:41:51,2023-04-14 20:46:46,B02920P,B00665P,B21,Bekasi Timur - Cawang,0.0,Transjabodetabek,65
2023-04-14 19:14:58,2023-04-14 21:06:14,P00104,P00217,1B,Stasiun Palmerah - Tosari,1.0,Non reguler BRT,111
2023-04-14 18:13:39,2023-04-14 19:38:40,B01804P,B05512P,5F,Kampung Melayu - Tanah Abang,1.0,Non reguler BRT,85
2023-04-14 20:00:00,2023-04-14 21:10:18,B01578P,P00169,11Q,Kampung Melayu - Pulo Gebang via BKT,1.0,Non reguler BRT,70
2023-04-14 19:31:06,2023-04-14 21:00:57,B02600P,B02919P,S21,Ciputat - CSW,1.0,Transjabodetabek,90
2023-04-14 19:34:01,2023-04-14 21:19:04,P00273,P00047,6,Ragunan - Dukuh Atas 2,0.0,Reguler BRT,105
2023-04-14 21:14:28,2023-04-14 22:44:54,B03001P,B03297P,8C,Kebayoran Lama - Tanah Abang,0.0,Non reguler BRT,90
2023-04-14 20:05:08,2023-04-14 21:03:59,B00810P,B04647P,6H,Senen - Lebak Bulus,1.0,Non reguler BRT,59
2023-04-14 21:20:43,2023-04-14 22:11:52,B02728P,B01992P,JAK18,Kalibata - Kuningan,1.0,Mikrotrans,51
2023-04-14 17:53:02,2023-04-14 19:09:59,B05883P,B01919P,JAK54,Grogol - Benhil,0.0,Mikrotrans,77
2023-04-14 17:55:26,2023-04-14 19:43:10,P00161,P00076,10H,Tanjung Priok - Blok M,1.0,Reguler BRT,108
2023-04-14 21:58:47,2023-04-14 23:46:11,B05981P,B05968P,JAK88,Terminal Tanjung Priok - Ancol Barat,1.0,Mikrotrans,107
2023-04-14 21:44:35,2023-04-14 22:43:45,B05812P,B05391P,5M,Kampung Melayu - Tanah Abang via Cikini,0.0,Non reguler BRT,59
2023-04-14 18:53:13,2023-04-14 20:40:14,B01830P,B05028P,R1A,Pantai Maju - Kota,0.0,Non reguler BRT,107
2023-04-14 18:36:17,2023-04-14 19:57:37,B03252P,B02625P,8C,Kebayoran Lama - Tanah Abang,1.0,Non reguler BRT,81
2023-04-14 18:38:10,2023-04-14 20:00:37,B04395P,B03246P,JAK61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,Mikrotrans,82
2023-04-14 20:12:20,2023-04-14 22:06:34,B00104P,P00155,9E,Kebayoran Lama - Jelambar,1.0,Non reguler BRT,114
2023-04-14 21:30:31,2023-04-14 23:03:06,B03773P,B02452P,JAK58,Cilincing - Rorotan,0.0,Mikrotrans,93
2023-04-14 17:47:02,2023-04-14 18:51:21,B00130P,B01041P,JAK112,Terminal Tanah Merah - Pulo Gadung,1.0,Mikrotrans,64
